"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","aux_x2","weight","equalone"
"725","ENT_SOC_ Associação Casa Viva","RES_TER_ Casa V4",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,5,25,19,6,24,49,54,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,8,9,6,8,16,21,1,1,1
"726","ASS_HOS_ Casa de Saúde Esperança","RES_TER_ Casa V4",1,1,1,0,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,1,1,2,24,19,5,19,43,45,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,2,9,9,5,3,12,14,1,1,1
"727","CRA_SOC_ CRAS Sul Ipiranga","RES_TER_ Casa V4",1,0,0,0,0,0,0,0,3,3,1,3,1,3,1,1,2,2,2,2,3,3,3,1,3,3,0,20,15,5,20,40,40,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,1,1,1,-1,1,1,0,4,5,5,4,8,8,1,1,1
"728","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","RES_TER_ Casa V4",1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,2,2,3,3,3,3,0,24,19,5,22,46,46,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,9,9,5,6,15,15,1,1,1
"729","ENT_SOC_ Associação Casa Viva","RES_TER_ Casa V5",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,5,25,19,6,24,49,54,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,8,9,6,8,16,21,1,1,1
"730","ASS_HOS_ Casa de Saúde Esperança","RES_TER_ Casa V5",1,1,1,0,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,1,1,2,24,19,5,19,43,45,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,2,9,9,5,3,12,14,1,1,1
"731","CRA_SOC_ CRAS Sul Ipiranga","RES_TER_ Casa V5",1,0,0,0,0,0,0,0,3,3,1,3,1,3,1,1,2,2,2,2,3,3,3,1,3,3,0,20,15,5,20,40,40,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,1,1,1,-1,1,1,0,4,5,5,4,8,8,1,1,1
"732","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","RES_TER_ Casa V5",1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,2,2,3,3,3,3,0,24,19,5,22,46,46,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,9,9,5,6,15,15,1,1,1
"733","ENT_SOC_ Associação Casa Viva","RES_TER_ Casa V6",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,5,25,19,6,24,49,54,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,8,9,6,8,16,21,1,1,1
"734","ASS_HOS_ Casa de Saúde Esperança","RES_TER_ Casa V6",1,1,1,0,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,1,1,2,24,19,5,19,43,45,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,2,9,9,5,3,12,14,1,1,1
"735","CRA_SOC_ CRAS Sul Ipiranga","RES_TER_ Casa V6",1,0,0,0,0,0,0,0,3,3,1,3,1,3,1,1,2,2,2,2,3,3,3,1,3,3,0,20,15,5,20,40,40,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,1,1,1,-1,1,1,0,4,5,5,4,8,8,1,1,1
"736","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","RES_TER_ Casa V6",1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,2,2,3,3,3,3,0,24,19,5,22,46,46,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,9,9,5,6,15,15,1,1,1
"737","ENT_SOC_ Fundação Maria Mãe","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)",1,1,0,0,0,0,0,0,2,3,3,2,1,1,1,1,1,3,3,3,3,3,3,1,3,3,0,18,13,5,22,40,40,1,1,0,0,0,0,0,0,0,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,3,3,5,6,9,9,1,1,1
"738","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN)","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)",1,1,0,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"739","CRE_SOC_ CREAS Idoso e Mulher","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)",1,1,1,0,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"740","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","ENT_SOC_ ONG Saída",1,1,1,0,0,0,0,0,3,3,2,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,1,22,17,5,24,46,47,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,8,15,16,1,1,1
"741","CAPS_AD","ENT_SOC_ ONG Saída",1,1,1,0,1,1,0,0,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,23,19,4,24,47,50,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,9,9,4,8,17,20,1,1,1
"742","UAP_URB_ Alto Grajaú","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,0,0,0,0,0,2,3,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,25,16,9,23,48,49,1,1,1,0,0,0,0,0,0,1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,-2,2,9,7,5,6,1,1,1
"743","UAP_URB_ Parque Guarani","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,0,1,0,1,0,0,0,2,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,2,24,18,6,24,48,50,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,7,8,6,8,15,17,1,1,1
"744","ENT_SOC_ Associação Casa Viva","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,0,1,1,0,0,0,0,1,3,1,1,3,1,1,2,1,1,1,1,3,1,3,1,3,3,2,15,11,4,16,31,33,1,0,1,1,0,0,0,0,-1,1,-1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,2,0,1,4,0,0,2,1,1,1
"745","CAPS_AD","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,2,3,3,3,2,2,2,3,3,2,23,19,4,21,44,46,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,2,9,9,4,5,14,16,1,1,1
"746","CRAS_AS_ CRAS Leste São Benedito","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,1,1,0,0,0,3,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,22,17,5,24,46,49,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"747","CRAS_AS_ CRAS Sudeste Costa Carvalho","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,0,0,0,0,0,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,23,18,5,24,47,48,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,5,8,16,17,1,1,1
"748","CRAS_AS_ CRAS Norte Benfica","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,28,21,7,18,46,50,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,4,4,7,7,2,6,10,1,1,1
"749","CRA_SOC_ CRAS Sul Ipiranga","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,0,0,0,0,0,3,3,1,3,1,3,1,1,2,2,2,2,3,3,3,3,3,3,1,20,15,5,22,42,43,1,1,1,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,4,5,5,6,10,11,1,1,1
"750","CRE_SOC_ CREAS Idoso e Mulher","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,1,1,0,0,0,2,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"751","CRE_SOC_ CREAS Infância e Juventude","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,2,1,3,2,2,2,3,3,2,3,3,2,25,19,6,20,45,47,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,2,8,9,6,4,12,14,1,1,1
"752","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas",1,1,1,0,0,0,0,0,2,1,1,1,1,1,1,2,1,2,3,2,3,3,3,2,3,3,1,13,8,5,22,35,36,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,1,0,1,0,1,1,1,0,1,1,1,-3,-2,5,6,3,4,1,1,1
"753","UAP_URB_ Alto Grajaú","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,0,0,0,0,0,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,27,18,9,23,50,51,1,1,1,0,0,0,0,0,1,1,-1,1,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,4,9,7,7,8,1,1,1
"754","UAP_URB_ Parque Guarani","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,0,1,0,1,0,0,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,2,25,19,6,24,49,51,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,8,9,6,8,16,18,1,1,1
"755","ENT_SOC_ Associação Casa Viva","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,0,1,1,0,0,1,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,25,19,6,24,49,52,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,8,9,6,8,16,19,1,1,1
"756","CAPS_CO_ CAPS Leste","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,0,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,28,19,9,24,52,53,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,5,9,9,8,13,14,1,1,1
"757","CRAS_AS_ CRAS Leste São Benedito","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,1,1,0,0,0,3,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,22,17,5,24,46,49,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"758","CRAS_AS_ CRAS Sudeste Costa Carvalho","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,1,0,0,0,0,3,3,2,3,3,2,1,1,1,3,3,3,3,3,3,2,3,3,2,22,17,5,23,45,47,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,7,7,5,7,14,16,1,1,1
"759","CRAS_AS_ CRAS Norte Benfica","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,28,21,7,18,46,50,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,4,4,7,7,2,6,10,1,1,1
"760","CRA_SOC_ CRAS Sul Ipiranga","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,0,0,0,0,0,3,3,1,3,1,3,1,1,2,2,2,2,3,3,3,3,3,3,1,20,15,5,22,42,43,1,1,1,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,4,5,5,6,10,11,1,1,1
"761","CRE_SOC_ CREAS Idoso e Mulher","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)",1,1,1,1,1,0,0,0,2,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"762","EA_DQCT_ Associação Beneficente Cristã Restituir","ENT_SOC_ Fundação Maria Mãe",1,0,1,1,1,1,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,4,26,19,7,23,49,53,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,4,7,9,7,7,14,18,1,1,1
"763","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","ENT_SOC_ Fundação Maria Mãe",1,0,0,1,0,0,0,0,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,3,1,29,20,9,20,49,50,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,-1,-1,1,0,1,0,1,1,0,0,1,1,4,8,9,4,8,9,1,1,1
"764","ENT_SOC_ Associação Casa Viva","ENT_SOC_ Fundação Maria Mãe",1,0,1,1,0,1,1,0,1,3,2,1,3,1,1,2,1,1,1,1,3,2,3,2,3,3,4,16,12,4,18,34,38,1,0,1,1,0,1,1,0,-1,1,0,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,0,1,1,4,1,2,4,2,3,7,1,1,1
"765","ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)","ENT_SOC_ Fundação Maria Mãe",1,1,0,0,0,0,1,0,3,1,2,2,3,2,3,3,2,2,2,3,3,2,3,2,3,2,1,23,16,7,20,43,44,1,1,0,0,0,0,1,0,1,-1,0,0,1,0,-1,-1,0,0,0,1,1,0,1,0,1,0,1,-1,2,7,4,3,4,1,1,1
"766","CAPS_AD","ENT_SOC_ Fundação Maria Mãe",1,1,0,0,1,0,0,0,3,3,3,3,3,3,1,1,1,2,3,3,3,2,2,2,3,3,1,23,19,4,21,44,45,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,9,9,4,5,14,15,1,1,1
"767","CRAS_AS_ CRAS Leste São Benedito","ENT_SOC_ Fundação Maria Mãe",1,1,1,1,0,0,0,0,3,3,1,3,1,3,1,1,1,3,2,3,3,3,3,3,3,3,2,20,15,5,23,43,45,1,1,1,1,0,0,0,0,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,5,5,5,7,12,14,1,1,1
"768","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","ENT_SOC_ Fundação Maria Mãe",1,0,0,1,1,0,0,0,3,2,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,23,16,7,24,47,49,1,0,0,1,1,0,0,0,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,4,6,7,8,12,14,1,1,1
"769","ACO_INS_ Casa da Cidadania","ENT_SOC_ Fundação Maria Mãe",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,0,24,19,5,24,48,48,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,9,5,8,17,17,1,1,1
"770","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN)",1,0,1,1,0,0,0,0,3,2,3,3,3,1,1,1,1,3,3,3,1,3,3,3,3,3,2,21,16,5,22,43,45,1,0,1,1,0,0,0,0,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,6,6,5,6,12,14,1,1,1
"771","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN)",1,1,1,0,0,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"772","EA_DQCT_ Associação Beneficente Cristã Restituir","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,4,26,19,7,23,49,53,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,4,7,9,7,7,14,18,1,1,1
"773","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","ENT_SOC_ Associação Casa Viva",1,0,0,1,0,0,0,0,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,1,27,19,8,18,45,46,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,1,1,1,3,7,8,2,5,6,1,1,1
"774","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","ENT_SOC_ Associação Casa Viva",1,0,0,1,1,0,0,0,2,3,3,3,3,3,1,1,2,2,2,3,2,2,3,3,3,3,2,23,18,5,21,44,46,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,7,8,5,5,12,14,1,1,1
"775","EA_DQCT_ Vila Verde (Unidade Borboleta)","ENT_SOC_ Associação Casa Viva",1,0,0,0,0,0,0,0,3,3,1,1,3,3,2,3,1,2,2,2,2,2,3,2,3,3,0,22,16,6,19,41,41,1,0,0,0,0,0,0,0,1,1,-1,-1,1,1,0,-1,1,0,0,0,0,0,1,0,1,1,0,2,4,6,3,5,5,1,1,1
"776","ENT_SOC_ Território Aliança pela Vida  Zona Norte","ENT_SOC_ Associação Casa Viva",1,1,1,0,1,1,0,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,4,26,21,5,24,50,54,1,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,5,8,15,19,1,1,1
"777","RES_TER_ Casa V1","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"778","RES_TER_ Casa V2","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"779","RES_TER_ Casa V3","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"780","RES_TER_ Casa V4","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"781","RES_TER_ Casa V5","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"782","RES_TER_ Casa V6","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"783","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","ENT_SOC_ Associação Casa Viva",1,1,1,1,0,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,2,25,17,8,24,49,51,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,2,4,7,8,8,12,14,1,1,1
"784","ENT_SOC_ Fundação Maria Mãe","ENT_SOC_ Associação Casa Viva",1,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,0,17,12,5,22,39,39,1,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,2,2,5,6,8,8,1,1,1
"785","CAPS_AD","ENT_SOC_ Associação Casa Viva",1,1,0,0,1,0,0,0,3,3,3,3,3,3,1,1,1,2,3,3,3,2,2,2,3,3,1,23,19,4,21,44,45,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,9,9,4,5,14,15,1,1,1
"786","CRAS_AS_ CRAS Sudeste Costa Carvalho","ENT_SOC_ Associação Casa Viva",1,1,1,1,0,0,0,0,2,3,2,2,3,2,2,1,2,3,3,3,3,2,3,2,3,3,2,22,16,6,22,44,46,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,2,3,4,6,6,9,11,1,1,1
"787","CRE_SOC_ CREAS População de Rua (CentroPop)","ENT_SOC_ Associação Casa Viva",1,0,0,0,1,0,0,0,3,3,3,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,1,24,17,7,24,48,49,1,0,0,0,1,0,0,0,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"788","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","ENT_SOC_ Associação Casa Viva",1,0,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"789","ACO_INS_ Casa da Cidadania","ENT_SOC_ Associação Casa Viva",1,0,0,0,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,24,19,5,24,48,49,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,5,8,17,18,1,1,1
"790","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","ENT_SOC_ Associação Casa Viva",1,1,1,0,0,0,0,0,2,3,1,1,1,1,1,2,1,2,2,2,2,3,3,2,3,3,1,15,10,5,20,35,36,1,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0,1,0,0,0,0,1,1,0,1,1,1,-1,0,5,4,3,4,1,1,1
"791","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"792","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","ENT_SOC_ Associação Casa Viva",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"793","CAPS_AD","ENT_SOC_ Casa São Camilo de Lelis",1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,2,3,3,3,2,2,2,3,3,0,23,19,4,21,44,44,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,9,9,4,5,14,14,1,1,1
